date,value,park_name,facility,variable
2022-07-17,135,Addison Oaks,campground,revenue
2022-07-17,1221,Springfield Oaks,golf,revenue
2022-07-17,1188,Glen Oaks,golf,revenue
2022-07-17,37,Springfield Oaks,golf,rounds played
2022-07-17,36,Glen Oaks,golf,rounds played
2022-07-17,864,Red Oaks,waterpark,revenue
2022-07-17,516,Waterford Oaks,waterpark,revenue
2022-07-17,216,Red Oaks,waterpark,visitors
2022-07-17,129,Waterford Oaks,waterpark,visitors
2022-07-18,13,Groveland Oaks,campground,campers
2022-07-18,13,Addison Oaks,campground,campers
2022-07-18,182,Groveland Oaks,campground,revenue
2022-07-18,104,Addison Oaks,campground,revenue
2022-07-18,1116,Springfield Oaks,golf,revenue
2022-07-18,1360,Glen Oaks,golf,revenue
2022-07-18,31,Springfield Oaks,golf,rounds played
2022-07-18,40,Glen Oaks,golf,rounds played
2022-07-18,1076,Red Oaks,waterpark,revenue
2022-07-18,852,Waterford Oaks,waterpark,revenue
2022-07-18,269,Red Oaks,waterpark,visitors
2022-07-18,213,Waterford Oaks,waterpark,visitors
2022-07-19,9,Groveland Oaks,campground,campers
2022-07-19,15,Addison Oaks,campground,campers
2022-07-19,117,Groveland Oaks,campground,revenue
2022-07-19,150,Addison Oaks,campground,revenue
2022-07-19,759,Springfield Oaks,golf,revenue
2022-07-19,858,Glen Oaks,golf,revenue
2022-07-19,23,Springfield Oaks,golf,rounds played
2022-07-19,22,Glen Oaks,golf,rounds played
2022-07-19,996,Red Oaks,waterpark,revenue
2022-07-19,656,Waterford Oaks,waterpark,revenue
2022-07-19,249,Red Oaks,waterpark,visitors
2022-07-19,164,Waterford Oaks,waterpark,visitors
2022-07-20,12,Groveland Oaks,campground,campers
2022-07-20,11,Addison Oaks,campground,campers
2022-07-20,180,Groveland Oaks,campground,revenue
2022-07-20,121,Addison Oaks,campground,revenue
2022-07-20,1088,Springfield Oaks,golf,revenue
2022-07-20,1088,Glen Oaks,golf,revenue
2022-07-20,32,Springfield Oaks,golf,rounds played
2022-07-20,34,Glen Oaks,golf,rounds played
2022-07-20,1130,Red Oaks,waterpark,revenue
2022-07-20,968,Waterford Oaks,waterpark,revenue
2022-07-20,226,Red Oaks,waterpark,visitors
2022-07-20,242,Waterford Oaks,waterpark,visitors
2022-07-21,12,Groveland Oaks,campground,campers
2022-07-21,15,Addison Oaks,campground,campers
2022-07-21,120,Groveland Oaks,campground,revenue
2022-07-21,165,Addison Oaks,campground,revenue
2022-07-21,714,Springfield Oaks,golf,revenue
2022-07-21,1080,Glen Oaks,golf,revenue
2022-07-21,21,Springfield Oaks,golf,rounds played
2022-07-21,27,Glen Oaks,golf,rounds played
2022-07-21,1435,Red Oaks,waterpark,revenue
2022-07-21,1045,Waterford Oaks,waterpark,revenue
2022-07-21,287,Red Oaks,waterpark,visitors
2022-07-21,209,Waterford Oaks,waterpark,visitors
2022-07-22,5,Groveland Oaks,campground,campers
2022-07-22,6,Addison Oaks,campground,campers
2022-07-22,75,Groveland Oaks,campground,revenue
2022-07-22,60,Addison Oaks,campground,revenue
2022-07-22,986,Springfield Oaks,golf,revenue
2022-07-22,768,Glen Oaks,golf,revenue
2022-07-22,29,Springfield Oaks,golf,rounds played
2022-07-22,24,Glen Oaks,golf,rounds played
2022-07-22,715,Red Oaks,waterpark,revenue
2022-07-22,675,Waterford Oaks,waterpark,revenue
2022-07-22,143,Red Oaks,waterpark,visitors
2022-07-22,135,Waterford Oaks,waterpark,visitors
2022-07-23,9,Groveland Oaks,campground,campers
2022-07-23,10,Addison Oaks,campground,campers
2022-07-23,117,Groveland Oaks,campground,revenue
2022-07-23,120,Addison Oaks,campground,revenue
2022-07-23,936,Springfield Oaks,golf,revenue
2022-07-23,1000,Glen Oaks,golf,revenue
2022-07-23,24,Springfield Oaks,golf,rounds played
2022-07-23,25,Glen Oaks,golf,rounds played
2022-07-23,895,Red Oaks,waterpark,revenue
2022-07-23,1495,Waterford Oaks,waterpark,revenue
2022-07-23,179,Red Oaks,waterpark,visitors
2022-07-23,299,Waterford Oaks,waterpark,visitors
2022-07-24,13,Groveland Oaks,campground,campers
2022-07-24,10,Addison Oaks,campground,campers
2022-07-24,156,Groveland Oaks,campground,revenue
2022-07-24,100,Addison Oaks,campground,revenue
2022-07-24,700,Springfield Oaks,golf,revenue
2022-07-24,1020,Glen Oaks,golf,revenue
2022-07-24,20,Springfield Oaks,golf,rounds played
2022-07-24,34,Glen Oaks,golf,rounds played
2022-07-24,895,Red Oaks,waterpark,revenue
2022-07-24,976,Waterford Oaks,waterpark,revenue
2022-07-24,179,Red Oaks,waterpark,visitors
2022-07-24,244,Waterford Oaks,waterpark,visitors
2022-07-25,15,Groveland Oaks,campground,campers
2022-07-25,18,Addison Oaks,campground,campers
2022-07-25,165,Groveland Oaks,campground,revenue
2022-07-25,198,Addison Oaks,campground,revenue
2022-07-25,1258,Springfield Oaks,golf,revenue
2022-07-25,1216,Glen Oaks,golf,revenue
2022-07-25,37,Springfield Oaks,golf,rounds played
2022-07-25,38,Glen Oaks,golf,rounds played
2022-07-25,1970,Red Oaks,waterpark,revenue
2022-07-25,1860,Waterford Oaks,waterpark,revenue
2022-07-25,394,Red Oaks,waterpark,visitors
2022-07-25,372,Waterford Oaks,waterpark,visitors
2022-07-26,13,Groveland Oaks,campground,campers
2022-07-26,15,Addison Oaks,campground,campers
2022-07-26,130,Groveland Oaks,campground,revenue
2022-07-26,165,Addison Oaks,campground,revenue
2022-07-26,1330,Springfield Oaks,golf,revenue
2022-07-26,1040,Glen Oaks,golf,revenue
2022-07-26,35,Springfield Oaks,golf,rounds played
2022-07-26,26,Glen Oaks,golf,rounds played
2022-07-26,1128,Red Oaks,waterpark,revenue
2022-07-26,1295,Waterford Oaks,waterpark,revenue
2022-07-26,282,Red Oaks,waterpark,visitors
2022-07-26,259,Waterford Oaks,waterpark,visitors
2022-07-27,12,Groveland Oaks,campground,campers
2022-07-27,6,Addison Oaks,campground,campers
2022-07-27,168,Groveland Oaks,campground,revenue
2022-07-27,54,Addison Oaks,campground,revenue
2022-07-27,750,Springfield Oaks,golf,revenue
2022-07-27,1023,Glen Oaks,golf,revenue
2022-07-27,25,Springfield Oaks,golf,rounds played
2022-07-27,33,Glen Oaks,golf,rounds played
2022-07-27,609,Red Oaks,waterpark,revenue
2022-07-27,440,Waterford Oaks,waterpark,revenue
2022-07-27,203,Red Oaks,waterpark,visitors
2022-07-27,110,Waterford Oaks,waterpark,visitors
2022-07-28,14,Groveland Oaks,campground,campers
2022-07-28,11,Addison Oaks,campground,campers
2022-07-28,168,Groveland Oaks,campground,revenue
2022-07-28,88,Addison Oaks,campground,revenue
2022-07-28,792,Springfield Oaks,golf,revenue
2022-07-28,792,Glen Oaks,golf,revenue
2022-07-28,24,Springfield Oaks,golf,rounds played
2022-07-28,22,Glen Oaks,golf,rounds played
2022-07-28,1130,Red Oaks,waterpark,revenue
2022-07-28,428,Waterford Oaks,waterpark,revenue
2022-07-28,226,Red Oaks,waterpark,visitors
2022-07-28,107,Waterford Oaks,waterpark,visitors
2022-07-29,11,Groveland Oaks,campground,campers
2022-07-29,10,Addison Oaks,campground,campers
2022-07-29,154,Groveland Oaks,campground,revenue
2022-07-29,100,Addison Oaks,campground,revenue
2022-07-29,1131,Springfield Oaks,golf,revenue
2022-07-29,1190,Glen Oaks,golf,revenue
2022-07-29,29,Springfield Oaks,golf,rounds played
2022-07-29,34,Glen Oaks,golf,rounds played
2022-07-29,644,Red Oaks,waterpark,revenue
2022-07-29,640,Waterford Oaks,waterpark,revenue
2022-07-29,161,Red Oaks,waterpark,visitors
2022-07-29,128,Waterford Oaks,waterpark,visitors
2022-07-30,11,Groveland Oaks,campground,campers
2022-07-30,14,Addison Oaks,campground,campers
2022-07-30,121,Groveland Oaks,campground,revenue
2022-07-30,168,Addison Oaks,campground,revenue
2022-07-30,777,Springfield Oaks,golf,revenue
2022-07-30,805,Glen Oaks,golf,revenue
2022-07-30,21,Springfield Oaks,golf,rounds played
2022-07-30,23,Glen Oaks,golf,rounds played
2022-07-30,645,Red Oaks,waterpark,revenue
2022-07-30,462,Waterford Oaks,waterpark,revenue
2022-07-30,129,Red Oaks,waterpark,visitors
2022-07-30,154,Waterford Oaks,waterpark,visitors
2022-07-31,11,Groveland Oaks,campground,campers
2022-07-31,14,Addison Oaks,campground,campers
2022-07-31,154,Groveland Oaks,campground,revenue
2022-07-31,154,Addison Oaks,campground,revenue
2022-07-31,660,Springfield Oaks,golf,revenue
2022-07-31,1292,Glen Oaks,golf,revenue
2022-07-31,20,Springfield Oaks,golf,rounds played
2022-07-31,34,Glen Oaks,golf,rounds played
2022-07-31,856,Red Oaks,waterpark,revenue
2022-07-31,880,Waterford Oaks,waterpark,revenue
2022-07-31,214,Red Oaks,waterpark,visitors
2022-07-31,220,Waterford Oaks,waterpark,visitors
2022-08-01,11,Groveland Oaks,campground,campers
2022-08-01,11,Addison Oaks,campground,campers
2022-08-01,143,Groveland Oaks,campground,revenue
2022-08-01,121,Addison Oaks,campground,revenue
2022-08-01,1504,Springfield Oaks,golf,revenue
2022-08-01,1302,Glen Oaks,golf,revenue
2022-08-01,47,Springfield Oaks,golf,rounds played
2022-08-01,42,Glen Oaks,golf,rounds played
2022-08-01,978,Red Oaks,waterpark,revenue
2022-08-01,1115,Waterford Oaks,waterpark,revenue
2022-08-01,326,Red Oaks,waterpark,visitors
2022-08-01,223,Waterford Oaks,waterpark,visitors
2022-08-02,7,Groveland Oaks,campground,campers
2022-08-02,12,Addison Oaks,campground,campers
2022-08-02,98,Groveland Oaks,campground,revenue
2022-08-02,132,Addison Oaks,campground,revenue
2022-08-02,1360,Springfield Oaks,golf,revenue
2022-08-02,782,Glen Oaks,golf,revenue
2022-08-02,34,Springfield Oaks,golf,rounds played
2022-08-02,23,Glen Oaks,golf,rounds played
2022-08-02,630,Red Oaks,waterpark,revenue
2022-08-02,630,Waterford Oaks,waterpark,revenue
2022-08-02,126,Red Oaks,waterpark,visitors
2022-08-02,126,Waterford Oaks,waterpark,visitors
2022-08-03,10,Groveland Oaks,campground,campers
2022-08-03,10,Addison Oaks,campground,campers
2022-08-03,140,Groveland Oaks,campground,revenue
2022-08-03,90,Addison Oaks,campground,revenue
2022-08-03,1054,Springfield Oaks,golf,revenue
2022-08-03,1666,Glen Oaks,golf,revenue
2022-08-03,34,Springfield Oaks,golf,rounds played
2022-08-03,49,Glen Oaks,golf,rounds played
2022-08-03,1085,Red Oaks,waterpark,revenue
2022-08-03,1083,Waterford Oaks,waterpark,revenue
2022-08-03,217,Red Oaks,waterpark,visitors
2022-08-03,361,Waterford Oaks,waterpark,visitors
2022-08-04,12,Groveland Oaks,campground,campers
2022-08-04,5,Addison Oaks,campground,campers
2022-08-04,156,Groveland Oaks,campground,revenue
2022-08-04,40,Addison Oaks,campground,revenue
2022-08-04,960,Springfield Oaks,golf,revenue
2022-08-04,1116,Glen Oaks,golf,revenue
2022-08-04,32,Springfield Oaks,golf,rounds played
2022-08-04,36,Glen Oaks,golf,rounds played
2022-08-04,525,Red Oaks,waterpark,revenue
2022-08-04,477,Waterford Oaks,waterpark,revenue
2022-08-04,105,Red Oaks,waterpark,visitors
2022-08-04,159,Waterford Oaks,waterpark,visitors
2022-08-05,14,Groveland Oaks,campground,campers
2022-08-05,13,Addison Oaks,campground,campers
2022-08-05,210,Groveland Oaks,campground,revenue
2022-08-05,104,Addison Oaks,campground,revenue
2022-08-05,1088,Springfield Oaks,golf,revenue
2022-08-05,1365,Glen Oaks,golf,revenue
2022-08-05,32,Springfield Oaks,golf,rounds played
2022-08-05,39,Glen Oaks,golf,rounds played
2022-08-05,1210,Red Oaks,waterpark,revenue
2022-08-05,1385,Waterford Oaks,waterpark,revenue
2022-08-05,242,Red Oaks,waterpark,visitors
2022-08-05,277,Waterford Oaks,waterpark,visitors
2022-08-06,11,Groveland Oaks,campground,campers
2022-08-06,15,Addison Oaks,campground,campers
2022-08-06,132,Groveland Oaks,campground,revenue
2022-08-06,120,Addison Oaks,campground,revenue
2022-08-06,930,Springfield Oaks,golf,revenue
2022-08-06,1330,Glen Oaks,golf,revenue
2022-08-06,30,Springfield Oaks,golf,rounds played
2022-08-06,38,Glen Oaks,golf,rounds played
2022-08-06,670,Red Oaks,waterpark,revenue
2022-08-06,1148,Waterford Oaks,waterpark,revenue
2022-08-06,134,Red Oaks,waterpark,visitors
2022-08-06,287,Waterford Oaks,waterpark,visitors
2022-08-07,14,Groveland Oaks,campground,campers
2022-08-07,6,Addison Oaks,campground,campers
2022-08-07,182,Groveland Oaks,campground,revenue
2022-08-07,54,Addison Oaks,campground,revenue
2022-08-07,1152,Springfield Oaks,golf,revenue
2022-08-07,713,Glen Oaks,golf,revenue
2022-08-07,32,Springfield Oaks,golf,rounds played
2022-08-07,23,Glen Oaks,golf,rounds played
2022-08-07,858,Red Oaks,waterpark,revenue
2022-08-07,764,Waterford Oaks,waterpark,revenue
2022-08-07,286,Red Oaks,waterpark,visitors
2022-08-07,191,Waterford Oaks,waterpark,visitors
2022-08-08,10,Groveland Oaks,campground,campers
2022-08-08,15,Addison Oaks,campground,campers
2022-08-08,150,Groveland Oaks,campground,revenue
2022-08-08,180,Addison Oaks,campground,revenue
2022-08-08,1184,Springfield Oaks,golf,revenue
2022-08-08,1369,Glen Oaks,golf,revenue
2022-08-08,32,Springfield Oaks,golf,rounds played
2022-08-08,37,Glen Oaks,golf,rounds played
2022-08-08,880,Red Oaks,waterpark,revenue
2022-08-08,1168,Waterford Oaks,waterpark,revenue
2022-08-08,176,Red Oaks,waterpark,visitors
2022-08-08,292,Waterford Oaks,waterpark,visitors
2022-08-09,15,Groveland Oaks,campground,campers
2022-08-09,5,Addison Oaks,campground,campers
2022-08-09,180,Groveland Oaks,campground,revenue
2022-08-09,40,Addison Oaks,campground,revenue
2022-08-09,1014,Springfield Oaks,golf,revenue
2022-08-09,875,Glen Oaks,golf,revenue
2022-08-09,26,Springfield Oaks,golf,rounds played
2022-08-09,25,Glen Oaks,golf,rounds played
2022-08-09,1130,Red Oaks,waterpark,revenue
2022-08-09,546,Waterford Oaks,waterpark,revenue
2022-08-09,226,Red Oaks,waterpark,visitors
2022-08-09,182,Waterford Oaks,waterpark,visitors
2022-08-10,15,Groveland Oaks,campground,campers
2022-08-10,10,Addison Oaks,campground,campers
2022-08-10,165,Groveland Oaks,campground,revenue
2022-08-10,120,Addison Oaks,campground,revenue
2022-08-10,775,Springfield Oaks,golf,revenue
2022-08-10,918,Glen Oaks,golf,revenue
2022-08-10,25,Springfield Oaks,golf,rounds played
2022-08-10,27,Glen Oaks,golf,rounds played
2022-08-10,550,Red Oaks,waterpark,revenue
2022-08-10,765,Waterford Oaks,waterpark,revenue
2022-08-10,110,Red Oaks,waterpark,visitors
2022-08-10,255,Waterford Oaks,waterpark,visitors
2022-08-11,14,Groveland Oaks,campground,campers
2022-08-11,9,Addison Oaks,campground,campers
2022-08-11,196,Groveland Oaks,campground,revenue
2022-08-11,99,Addison Oaks,campground,revenue
2022-08-11,1116,Springfield Oaks,golf,revenue
2022-08-11,1131,Glen Oaks,golf,revenue
2022-08-11,31,Springfield Oaks,golf,rounds played
2022-08-11,29,Glen Oaks,golf,rounds played
2022-08-11,1245,Red Oaks,waterpark,revenue
2022-08-11,387,Waterford Oaks,waterpark,revenue
2022-08-11,249,Red Oaks,waterpark,visitors
2022-08-11,129,Waterford Oaks,waterpark,visitors
2022-08-12,15,Groveland Oaks,campground,campers
2022-08-12,9,Addison Oaks,campground,campers
2022-08-12,195,Groveland Oaks,campground,revenue
2022-08-12,81,Addison Oaks,campground,revenue
2022-08-12,1064,Springfield Oaks,golf,revenue
2022-08-12,896,Glen Oaks,golf,revenue
2022-08-12,28,Springfield Oaks,golf,rounds played
2022-08-12,28,Glen Oaks,golf,rounds played
2022-08-12,735,Red Oaks,waterpark,revenue
2022-08-12,828,Waterford Oaks,waterpark,revenue
2022-08-12,147,Red Oaks,waterpark,visitors
2022-08-12,276,Waterford Oaks,waterpark,visitors
2022-08-13,11,Groveland Oaks,campground,campers
2022-08-13,10,Addison Oaks,campground,campers
2022-08-13,132,Groveland Oaks,campground,revenue
2022-08-13,110,Addison Oaks,campground,revenue
2022-08-13,1600,Springfield Oaks,golf,revenue
2022-08-13,1260,Glen Oaks,golf,revenue
2022-08-13,50,Springfield Oaks,golf,rounds played
2022-08-13,36,Glen Oaks,golf,rounds played
2022-08-13,1895,Red Oaks,waterpark,revenue
2022-08-13,1410,Waterford Oaks,waterpark,revenue
2022-08-13,379,Red Oaks,waterpark,visitors
2022-08-13,282,Waterford Oaks,waterpark,visitors
2022-08-14,5,Groveland Oaks,campground,campers
2022-08-14,14,Addison Oaks,campground,campers
2022-08-14,50,Groveland Oaks,campground,revenue
2022-08-14,140,Addison Oaks,campground,revenue
2022-08-14,1116,Springfield Oaks,golf,revenue
2022-08-14,936,Glen Oaks,golf,revenue
2022-08-14,31,Springfield Oaks,golf,rounds played
2022-08-14,26,Glen Oaks,golf,rounds played
2022-08-14,945,Red Oaks,waterpark,revenue
2022-08-14,771,Waterford Oaks,waterpark,revenue
2022-08-14,189,Red Oaks,waterpark,visitors
2022-08-14,257,Waterford Oaks,waterpark,visitors
2022-08-15,15,Groveland Oaks,campground,campers
2022-08-15,5,Addison Oaks,campground,campers
2022-08-15,225,Groveland Oaks,campground,revenue
2022-08-15,40,Addison Oaks,campground,revenue
2022-08-15,1155,Springfield Oaks,golf,revenue
2022-08-15,1088,Glen Oaks,golf,revenue
2022-08-15,35,Springfield Oaks,golf,rounds played
2022-08-15,32,Glen Oaks,golf,rounds played
2022-08-15,980,Red Oaks,waterpark,revenue
2022-08-15,369,Waterford Oaks,waterpark,revenue
2022-08-15,245,Red Oaks,waterpark,visitors
2022-08-15,123,Waterford Oaks,waterpark,visitors
2022-08-16,7,Groveland Oaks,campground,campers
2022-08-16,15,Addison Oaks,campground,campers
2022-08-16,98,Groveland Oaks,campground,revenue
2022-08-16,180,Addison Oaks,campground,revenue
2022-08-16,1088,Springfield Oaks,golf,revenue
2022-08-16,992,Glen Oaks,golf,revenue
2022-08-16,34,Springfield Oaks,golf,rounds played
2022-08-16,32,Glen Oaks,golf,rounds played
2022-08-16,472,Red Oaks,waterpark,revenue
2022-08-16,330,Waterford Oaks,waterpark,revenue
2022-08-16,118,Red Oaks,waterpark,visitors
2022-08-16,110,Waterford Oaks,waterpark,visitors
2022-08-17,8,Groveland Oaks,campground,campers
2022-08-17,5,Addison Oaks,campground,campers
2022-08-17,80,Groveland Oaks,campground,revenue
2022-08-17,55,Addison Oaks,campground,revenue
2022-08-17,600,Springfield Oaks,golf,revenue
2022-08-17,1443,Glen Oaks,golf,revenue
2022-08-17,20,Springfield Oaks,golf,rounds played
2022-08-17,39,Glen Oaks,golf,rounds played
2022-08-17,567,Red Oaks,waterpark,revenue
2022-08-17,1104,Waterford Oaks,waterpark,revenue
2022-08-17,189,Red Oaks,waterpark,visitors
2022-08-17,276,Waterford Oaks,waterpark,visitors
2022-08-18,12,Groveland Oaks,campground,campers
2022-08-18,11,Addison Oaks,campground,campers
2022-08-18,168,Groveland Oaks,campground,revenue
2022-08-18,99,Addison Oaks,campground,revenue
2022-08-18,900,Springfield Oaks,golf,revenue
2022-08-18,1209,Glen Oaks,golf,revenue
2022-08-18,30,Springfield Oaks,golf,rounds played
2022-08-18,39,Glen Oaks,golf,rounds played
2022-08-18,834,Red Oaks,waterpark,revenue
2022-08-18,795,Waterford Oaks,waterpark,revenue
2022-08-18,278,Red Oaks,waterpark,visitors
2022-08-18,159,Waterford Oaks,waterpark,visitors
2022-08-19,19,Groveland Oaks,campground,campers
2022-08-19,11,Addison Oaks,campground,campers
2022-08-19,228,Groveland Oaks,campground,revenue
2022-08-19,110,Addison Oaks,campground,revenue
2022-08-19,1517,Springfield Oaks,golf,revenue
2022-08-19,1380,Glen Oaks,golf,revenue
2022-08-19,41,Springfield Oaks,golf,rounds played
2022-08-19,46,Glen Oaks,golf,rounds played
2022-08-19,1280,Red Oaks,waterpark,revenue
2022-08-19,1416,Waterford Oaks,waterpark,revenue
2022-08-19,256,Red Oaks,waterpark,visitors
2022-08-19,354,Waterford Oaks,waterpark,visitors
2022-08-20,14,Groveland Oaks,campground,campers
2022-08-20,10,Addison Oaks,campground,campers
2022-08-20,140,Groveland Oaks,campground,revenue
2022-08-20,90,Addison Oaks,campground,revenue
2022-08-20,924,Springfield Oaks,golf,revenue
2022-08-20,957,Glen Oaks,golf,revenue
2022-08-20,28,Springfield Oaks,golf,rounds played
2022-08-20,29,Glen Oaks,golf,rounds played
2022-08-20,1188,Red Oaks,waterpark,revenue
2022-08-20,912,Waterford Oaks,waterpark,revenue
2022-08-20,297,Red Oaks,waterpark,visitors
2022-08-20,228,Waterford Oaks,waterpark,visitors
2022-08-21,15,Groveland Oaks,campground,campers
2022-08-21,6,Addison Oaks,campground,campers
2022-08-21,195,Groveland Oaks,campground,revenue
2022-08-21,54,Addison Oaks,campground,revenue
2022-08-21,858,Springfield Oaks,golf,revenue
2022-08-21,1440,Glen Oaks,golf,revenue
2022-08-21,22,Springfield Oaks,golf,rounds played
2022-08-21,36,Glen Oaks,golf,rounds played
2022-08-21,1405,Red Oaks,waterpark,revenue
2022-08-21,560,Waterford Oaks,waterpark,revenue
2022-08-21,281,Red Oaks,waterpark,visitors
2022-08-21,140,Waterford Oaks,waterpark,visitors
2022-08-22,13,Groveland Oaks,campground,campers
2022-08-22,14,Addison Oaks,campground,campers
2022-08-22,169,Groveland Oaks,campground,revenue
2022-08-22,168,Addison Oaks,campground,revenue
2022-08-22,780,Springfield Oaks,golf,revenue
2022-08-22,1014,Glen Oaks,golf,revenue
2022-08-22,20,Springfield Oaks,golf,rounds played
2022-08-22,26,Glen Oaks,golf,rounds played
2022-08-22,882,Red Oaks,waterpark,revenue
2022-08-22,1080,Waterford Oaks,waterpark,revenue
2022-08-22,294,Red Oaks,waterpark,visitors
2022-08-22,216,Waterford Oaks,waterpark,visitors
2022-08-23,9,Groveland Oaks,campground,campers
2022-08-23,7,Addison Oaks,campground,campers
2022-08-23,135,Groveland Oaks,campground,revenue
2022-08-23,77,Addison Oaks,campground,revenue
2022-08-23,1184,Springfield Oaks,golf,revenue
2022-08-23,735,Glen Oaks,golf,revenue
2022-08-23,32,Springfield Oaks,golf,rounds played
2022-08-23,21,Glen Oaks,golf,rounds played
2022-08-23,1270,Red Oaks,waterpark,revenue
2022-08-23,1220,Waterford Oaks,waterpark,revenue
2022-08-23,254,Red Oaks,waterpark,visitors
2022-08-23,244,Waterford Oaks,waterpark,visitors
2022-08-24,18,Groveland Oaks,campground,campers
2022-08-24,20,Addison Oaks,campground,campers
2022-08-24,216,Groveland Oaks,campground,revenue
2022-08-24,180,Addison Oaks,campground,revenue
2022-08-24,1287,Springfield Oaks,golf,revenue
2022-08-24,1050,Glen Oaks,golf,revenue
2022-08-24,33,Springfield Oaks,golf,rounds played
2022-08-24,30,Glen Oaks,golf,rounds played
2022-08-24,1496,Red Oaks,waterpark,revenue
2022-08-24,1444,Waterford Oaks,waterpark,revenue
2022-08-24,374,Red Oaks,waterpark,visitors
2022-08-24,361,Waterford Oaks,waterpark,visitors
2022-08-25,14,Groveland Oaks,campground,campers
2022-08-25,7,Addison Oaks,campground,campers
2022-08-25,154,Groveland Oaks,campground,revenue
2022-08-25,77,Addison Oaks,campground,revenue
2022-08-25,858,Springfield Oaks,golf,revenue
2022-08-25,1120,Glen Oaks,golf,revenue
2022-08-25,26,Springfield Oaks,golf,rounds played
2022-08-25,28,Glen Oaks,golf,rounds played
2022-08-25,652,Red Oaks,waterpark,revenue
2022-08-25,1435,Waterford Oaks,waterpark,revenue
2022-08-25,163,Red Oaks,waterpark,visitors
2022-08-25,287,Waterford Oaks,waterpark,visitors
2022-08-26,8,Groveland Oaks,campground,campers
2022-08-26,5,Addison Oaks,campground,campers
2022-08-26,80,Groveland Oaks,campground,revenue
2022-08-26,40,Addison Oaks,campground,revenue
2022-08-26,1102,Springfield Oaks,golf,revenue
2022-08-26,1320,Glen Oaks,golf,revenue
2022-08-26,29,Springfield Oaks,golf,rounds played
2022-08-26,33,Glen Oaks,golf,rounds played
2022-08-26,1300,Red Oaks,waterpark,revenue
2022-08-26,1490,Waterford Oaks,waterpark,revenue
2022-08-26,260,Red Oaks,waterpark,visitors
2022-08-26,298,Waterford Oaks,waterpark,visitors
2022-08-27,11,Groveland Oaks,campground,campers
2022-08-27,11,Addison Oaks,campground,campers
2022-08-27,165,Groveland Oaks,campground,revenue
2022-08-27,121,Addison Oaks,campground,revenue
2022-08-27,1271,Springfield Oaks,golf,revenue
2022-08-27,1023,Glen Oaks,golf,revenue
2022-08-27,41,Springfield Oaks,golf,rounds played
2022-08-27,31,Glen Oaks,golf,rounds played
2022-08-27,1152,Red Oaks,waterpark,revenue
2022-08-27,813,Waterford Oaks,waterpark,revenue
2022-08-27,288,Red Oaks,waterpark,visitors
2022-08-27,271,Waterford Oaks,waterpark,visitors
2022-08-28,9,Groveland Oaks,campground,campers
2022-08-28,10,Addison Oaks,campground,campers
2022-08-28,90,Groveland Oaks,campground,revenue
2022-08-28,90,Addison Oaks,campground,revenue
2022-08-28,880,Springfield Oaks,golf,revenue
2022-08-28,990,Glen Oaks,golf,revenue
2022-08-28,22,Springfield Oaks,golf,rounds played
2022-08-28,33,Glen Oaks,golf,rounds played
2022-08-28,920,Red Oaks,waterpark,revenue
2022-08-28,856,Waterford Oaks,waterpark,revenue
2022-08-28,230,Red Oaks,waterpark,visitors
2022-08-28,214,Waterford Oaks,waterpark,visitors
2022-08-29,14,Groveland Oaks,campground,campers
2022-08-29,11,Addison Oaks,campground,campers
2022-08-29,140,Groveland Oaks,campground,revenue
2022-08-29,88,Addison Oaks,campground,revenue
2022-08-29,962,Springfield Oaks,golf,revenue
2022-08-29,1254,Glen Oaks,golf,revenue
2022-08-29,26,Springfield Oaks,golf,rounds played
2022-08-29,33,Glen Oaks,golf,rounds played
2022-08-29,780,Red Oaks,waterpark,revenue
2022-08-29,333,Waterford Oaks,waterpark,revenue
2022-08-29,195,Red Oaks,waterpark,visitors
2022-08-29,111,Waterford Oaks,waterpark,visitors
2022-08-30,5,Groveland Oaks,campground,campers
2022-08-30,5,Addison Oaks,campground,campers
2022-08-30,50,Groveland Oaks,campground,revenue
2022-08-30,60,Addison Oaks,campground,revenue
2022-08-30,924,Springfield Oaks,golf,revenue
2022-08-30,1040,Glen Oaks,golf,revenue
2022-08-30,28,Springfield Oaks,golf,rounds played
2022-08-30,26,Glen Oaks,golf,rounds played
2022-08-30,633,Red Oaks,waterpark,revenue
2022-08-30,1335,Waterford Oaks,waterpark,revenue
2022-08-30,211,Red Oaks,waterpark,visitors
2022-08-30,267,Waterford Oaks,waterpark,visitors
2022-08-31,7,Groveland Oaks,campground,campers
2022-08-31,11,Addison Oaks,campground,campers
2022-08-31,105,Groveland Oaks,campground,revenue
2022-08-31,110,Addison Oaks,campground,revenue
2022-08-31,1000,Springfield Oaks,golf,revenue
2022-08-31,770,Glen Oaks,golf,revenue
2022-08-31,25,Springfield Oaks,golf,rounds played
2022-08-31,22,Glen Oaks,golf,rounds played
2022-08-31,885,Red Oaks,waterpark,revenue
2022-08-31,1470,Waterford Oaks,waterpark,revenue
2022-08-31,177,Red Oaks,waterpark,visitors
2022-08-31,294,Waterford Oaks,waterpark,visitors
2023-06-01,7,Groveland Oaks,campground,campers
2023-06-01,10,Addison Oaks,campground,campers
2023-06-01,91,Groveland Oaks,campground,revenue
2023-06-01,100,Addison Oaks,campground,revenue
2023-06-01,1480,Springfield Oaks,golf,revenue
2023-06-01,1160,Glen Oaks,golf,revenue
